dangan,dengan
perasaan,rasa
aplikasiny,aplikasi
berantem,bertengkar
amm,amma
alasannya,alasan
sampe,sampai
dikurangi,kurang
pacth,page
mengenali,kenal
masi,masih
terkesan,kesan
saranya,saran
berenti,berhenti
berenti,berhenti
azan,adzan
semalem,semalam
recommend,rekomendasi
pencet,menekan
pasword,kata sandi
memasuki,masuk
netwotrk,network
nemuin,ketemu
gerakan,gerak
segede,besar
peformanya,performa
mengecek,cek
chace,cache
burem,buram
berselfi,selfi
vouchar,voucher
verifekasi,verifikasi
upgread,upgrade
bersihkan,bersih
secepatnnya,secepat
sdkit,sedikit
poppus,pop up
poppups,pop up
pilihanya,pilihan
diperingan,ringan
nyampee,sampai
aktifitas,aktivitas
diperbaikin,perbaiki
merespons,respon
gampàng,gampang
marakké,marakke
mengecawakan,kecewa
